Content Manifest for Depot 2722711 

Manifest ID / date     : 3533270317117975849 / 08/05/2025 22:25:57 
Total number of files  : 1395 
Total number of chunks : 3575 
Total bytes on disk    : 2538265679 
Total bytes compressed : 1847648256 


          Size Chunks File SHA                                 Flags Name
          8718      1 db6818d5ba7e8779142e4e0a0827b7ad93f9f0f6     0 Data\Source\TGATextures\Terrain\OverlayMasks\SB015TempleWorld.tif
         14818      1 7c0cebfc665f1f6adc2230999db6988b82efbecc     0 Data\Source\TGATextures\Terrain\OverlayMasks\SB016TempleWorld.tif
          6882      1 4d25fa937cbb742c120a761cae3f5c43edb148f7     0 Data\Source\TGATextures\Terrain\OverlayMasks\SettleCrucibleWorld.tif
          7352      1 43da05c0276c2ec1d879065572d241749a5c85c5     0 Data\Source\TGATextures\Terrain\OverlayMasks\SettleGagarinWorld.tif
         30876      1 34afb7e34981a791e707d0a1037c1a4c6479cd51     0 Data\Source\TGATextures\Terrain\OverlayMasks\settlehopetownworld.tif
         24494      1 da4b4847452a4c4a3473cfb2266bba8c7f03b45f     0 Data\Source\TGATextures\Terrain\OverlayMasks\SettleNewHomesteadWorld.tif
         24938      1 a4894c12f8f1e513a9c57782a2fefbfc06123d7c     0 Data\Source\TGATextures\Terrain\OverlayMasks\SettleParadisoWorld.tif
         46720      1 b3eeaeaad0ab26f8da8768edbf87366f16453116     0 Data\Source\TGATextures\Terrain\OverlayMasks\SettleRedMile.tif
          7904      1 749e819227fccfd6d40353e38ba9007a339f9101     0 Data\Source\TGATextures\Terrain\OverlayMasks\SettleTheEleosRetreatWorld.tif
         55990      1 0bc8fb440484563768d181678aa9b24a43e7251d     0 Data\Source\TGATextures\Terrain\OverlayMasks\SettleWaggonerFarm.tif
          3134      1 51416867ed2d3fae77a049e89780f77a3eb1d54e     0 Data\Source\TGATextures\Terrain\OverlayMasks\TestAirlockAIPathing.tif
          6224      1 5da913b858e64f4aa5c721ffbd494b4076601a0e     0 Data\Source\TGATextures\Terrain\OverlayMasks\TestJustin3x3World.tif
          2944      1 7d841c5eee7f67325a04e1767357e4e0c8e543e6     0 Data\Source\TGATextures\Terrain\OverlayMasks\TestJustinWorld.tif
         34402      1 5f0e8321974d3aa63064ff5da75bef1709283b89     0 Data\Source\TGATextures\Terrain\OverlayMasks\TestLandscape.tif
         34402      1 5f0e8321974d3aa63064ff5da75bef1709283b89     0 Data\Source\TGATextures\Terrain\OverlayMasks\TestLandscapeDUPE.tif
         26642      1 54205f9bd78b0135c499c11ad203ff3bff0c644d     0 Data\Source\TGATextures\Terrain\OverlayMasks\TestLightingGIWorld02.tif
          3790      1 2c4d0ae7f18ed0cec2a065ee689bd3a2b01fd3de     0 Data\Source\TGATextures\Terrain\OverlayMasks\TestMikeLandingOverlay.tif
          3790      1 2c4d0ae7f18ed0cec2a065ee689bd3a2b01fd3de     0 Data\Source\TGATextures\Terrain\OverlayMasks\TestMikeLandingOverlayDUPE.tif
          7054      1 39d074c793718f365fade835208a6c7c9bbab7a9     0 Data\Source\TGATextures\Terrain\OverlayMasks\TestMikeOverlayRenamed.tif
          8770      1 db3507a7a2cc656a5178f2eb618b478d1d0b0444     0 Data\Source\TGATextures\Terrain\OverlayMasks\TestOverlaySmallCave.tif
       2170994      3 32b331eae0626c7a4161af872ca32fd08867c6c8     0 Data\Source\TGATextures\Terrain\OverlayMasks\TestRocksRoughWorld01.tif
         30174      1 c0d6a417da6072587b1e41ee4689879163aca766     0 Data\Source\TGATextures\Terrain\OverlayMasks\TestSalvatore.tif
         25468      1 4e9b30bf53ba5c6dee64015b20f029f2843e8e44     0 Data\Source\TGATextures\Terrain\OverlayMasks\TestStarshipLandedWorld.tif
          5352      1 5b34f0dd5a30fb9170e64e8453b48cd8027cb451     0 Data\Source\TGATextures\Terrain\OverlayMasks\TestVecteraVista01.tif
          5352      1 5b34f0dd5a30fb9170e64e8453b48cd8027cb451     0 Data\Source\TGATextures\Terrain\OverlayMasks\TestWaterWorld.tif
             0      0 0000000000000000000000000000000000000000    40 Data\Textures
             0      0 0000000000000000000000000000000000000000    40 Data\Textures\BrushAlphas
        262292      1 1fee7d865cc9262d5c478e1a827c484848f5dcfc     0 Data\Textures\BrushAlphas\BillowyNoise.dds
        262292      1 9b09282dd58c7f009f52d7d19e233ae4c7979999     0 Data\Textures\BrushAlphas\Circle.dds
        262292      1 3ac63650c322fde334e78127301d9d0a17d1ac2e     0 Data\Textures\BrushAlphas\Circle02.DDS
        262292      1 41a1a9822efff00ae3c8425230a73295fcc44b25     0 Data\Textures\BrushAlphas\CircleHard.dds
        262292      1 b02ac30aa91ec3c22bcd20e01b015a05b748e8b0     0 Data\Textures\BrushAlphas\CircleHemisphere.dds
        262292      1 234ee2ace8198b4a4ea9fb314e4621e8dfd08c8f     0 Data\Textures\BrushAlphas\CloudSpray.dds
        262272      1 2daf8e6b7b94be1b6ba60ee88a28bfe21dbb7dde     0 Data\Textures\BrushAlphas\Clumpiness.dds
        262292      1 773655177698204674b2e81774732999bbce5a10     0 Data\Textures\BrushAlphas\CropRow01.dds
        262292      1 330ab7c2ab9064eba4ba86ce297ba9f6e8bc027d     0 Data\Textures\BrushAlphas\GrassyMound.dds
        262292      1 585fc70a6758012f552a2f8fa7e2029f41dd1c37     0 Data\Textures\BrushAlphas\MeadowNoise.dds
        349680      1 7c73cf0d2a5ec2f27c34129ef67470d2b31e195d     0 Data\Textures\BrushAlphas\Oval01_d.dds
        262292      1 ffe06807e03d4c91ec02f891fd5ada0d87067318     0 Data\Textures\BrushAlphas\Pyramid.dds
        262292      1 9f256c08bf028f733c471a6b4cfc293a1f6ff7bf     0 Data\Textures\BrushAlphas\Road.dds
        262292      1 3f2eef0d9ae1ddb0435b45e45a96ec40130d5f11     0 Data\Textures\BrushAlphas\RoadDirt.dds
       1048704      2 234550f64fca08d3d5be060eab11cb65977f3d53     0 Data\Textures\BrushAlphas\RoadTireTracks02.dds
        262292      1 69dac49d01f30bea8d40825a2c43066b882a2b11     0 Data\Textures\BrushAlphas\Splatter.dds
        262292      1 38a31a30c534d1c6991a54d4085fcf0bce58bb74     0 Data\Textures\BrushAlphas\Splatter2.dds
        262292      1 d663ea5185966b8cd085bd1fda6cded8ff17d8cd     0 Data\Textures\BrushAlphas\Square.dds
        262292      1 471902a10f5149b1963f1ed622a00f6d05cb6113     0 Data\Textures\BrushAlphas\SquareHard.dds
         10571      1 710a8c2ab2c24cdfc5c764a59f844f85e277e883     0 EditorColors.xml
       2972608      3 03498d4128aea26cba8021d22179b67728bbad33     0 flowchartx64.dll
       1875808      2 f85aa9eba723dd62b3a7b8cb3961587dbbc68c1d     0 GFSDK_Aftermath_Lib.x64.dll
             0      0 0000000000000000000000000000000000000000    40 LandscapeBrushes
           836      1 bb642004b96c4aff5adc94839e8cbf8f57c8258a     0 LandscapeBrushes\CropRows.lbr
           872      1 8b96579bc732b03f7e159fc0c9126f493f17264e     0 LandscapeBrushes\DefaultBrush.lbr
          1111      1 3d2a648d910d4fcddbb3213486fdf86dcf776e10     0 LandscapeBrushes\GrassSpray.lbr
           929      1 9ef13b4f8ed17d2c5100820a31e5b89fe9e428bf     0 LandscapeBrushes\MeadowNoise.lbr
           895      1 ffc39004bfab4f9c477ce186c2b03f584e564632     0 LandscapeBrushes\OrganicFlatten.lbr
           855      1 f99387142d115e4dd02bd03f3060402c0c14a6ab     0 LandscapeBrushes\Oval01.lbr
           981      1 ac825bb59d155dc90262547ce35f58c92a400f1b     0 LandscapeBrushes\ProcGenMask.lbr
           880      1 fc4f23fd3522a9f6256e083741cbfcb1b8ea6977     0 LandscapeBrushes\RiverBrush.lbr
           919      1 0fb4bc2bacfcb8f4139cbf26b9228e96a6393479     0 LandscapeBrushes\Square.lbr
             0      0 0000000000000000000000000000000000000000    40 lex
          2338      1 3c7b8bfb0340a138974dc96dd2a42488e908b3db     0 lex\accent.tlx
          7796      1 c9528fee7d5adb5a7514f6d10d9626df708e44ae     0 lex\ssceam.tlx
        328061      1 388f4df46eae7e1e5530ed169654d264e6d4ad85     0 lex\ssceam2.clx
          7798      1 968a06ce6362b2611bea5d104148fefc70f64e6a     0 lex\sscebr.tlx
        330192      1 de8841e0137e89cd2238939433fac6e340caabbc     0 lex\sscebr2.clx
          7798      1 968a06ce6362b2611bea5d104148fefc70f64e6a     0 lex\ssceca.tlx
        328670      1 4e1cccfd476901bbce27a68e257f78c86c91e1cb     0 lex\ssceca2.clx
          3632      1 f5f0d8a8d62e3ad529ded25b94a53dde0b25873a     0 lex\tech.tlx
             0      0 0000000000000000000000000000000000000000    40 lex\User
         21529      1 f7576390e8205d3a1f2a3a73e4635132988df811     0 lex\User\correct.tlx
          4464      1 ebfbdc934b25c27196dfff6b56581a3092b2bc08     0 lex\User\userdic.tlx
       3433312      4 f398251e3c92ae89318bc22e93629ddc74dafc4a     0 libcrypto-1_1-x64.dll
       2292576      3 0ed521ed35f402e6788d011dd48f21673145704a     0 libeay32.dll
       6828384      7 94752c0c2cecede39195812e9f2d956b04b91ad7     0 libmysql.dll
        697184      1 5a849b60f9d0f48286924792a9dec5e25b70dccc     0 libssl-1_1-x64.dll
        193690      1 d20d40059f0a7481d6c529601624191134577d3b     0 NOTICEFILE_StarfieldCK.txt
             0      0 0000000000000000000000000000000000000000    40 OPAL
         16498      1 5f529cc4ac124a4615eb007719500dbdc46c0648     0 OPAL\Clutter_Bar_General.opl
          2303      1 d62b7f87b94af51841e8659a3b80cfe0dbf090b6     0 OPAL\Clutter_Bar_Loot.opl
         12355      1 fb2c16c4c914dd7008805f684aef4a753ca82771     0 OPAL\Clutter_Greenhouse_General.opl
         45272      1 705365f08708729504952d4178082f111df73ef3     0 OPAL\Clutter_Industrial_General.opl
          7932      1 eafd386e603ed522c8234dfe3c038ea136a1c346     0 OPAL\Clutter_Industrial_Loot.opl
         17920      1 6f40a87e2849cb7eee4dae5429f6bde88fbba77c     0 OPAL\Clutter_Kitchen_General.opl
         10733      1 7a51ac12168430897db72077b3c10ac1ae44a57f     0 OPAL\Clutter_Kitchen_Loot.opl
         28690      1 86819d7dd047cb6088c44be92bfe53055b88c927     0 OPAL\Clutter_Military_General.opl
         60544      1 9784047ff5a4dd275103d6e42e24f526ff53860b     0 OPAL\Clutter_Science_General.opl
          1742      1 d348d055e8ebac83a4e8b03ef0aca82c80fae9b0     0 OPAL\Clutter_Science_Loot.opl
             0      0 0000000000000000000000000000000000000000    40 platforms
        850552      1 cc2fc8db9e8acbd25455f22ae1bca83a20cdd670     0 platforms\qminimal.dll
        758392      1 42f1562345c598b1dd1a5e326619197925124ba3     0 platforms\qoffscreen.dll
        503416      1 8ae1b067ec3b236a1ea7f61a42d74e2a3d8b1cee     0 platforms\qwebgl.dll
       1465464      2 4ebbbe56f7fd5a18a6916b9efd7f073a5d5658e0     0 platforms\qwindows.dll
       6138720      6 9a6876076d6f76b9244c82a588875baa0a01c8c1     0 Qt5Core.dll
       6494840      7 37161412df2c1313a54749fe6f33e4dbf41d128a     0 Qt5Gui.dll
       1314424      2 e23e839ec0602662788f761ebe7dd4b39c018a7f     0 Qt5Network.dll
        328824      1 c080a04a1e4e185fb93dc82d2ad542de74363bde     0 Qt5OpenGL.dll
        212600      1 5d6e34f4b8a973745f8dd9f3e428004775070687     0 Qt5Sql.dll
        338552      1 24bff3990a730b33ab67234b250eb8812ed62155     0 Qt5Svg.dll
       5539448      6 ff44fddeec2d335ec0eaa861714b561f899675fd     0 Qt5Widgets.dll
        641376      1 713ae084340cee22ed72d7a45fec7912f2eb90f5     0 QtAdvancedDocking.dll
             0      0 0000000000000000000000000000000000000000    40 Snippets
           213      1 c3d521bd6456200ce66699f5035337be20d4256a     0 Snippets\export_location.txt
            53      1 f4fde11c0a63daf7bb3aaab608c0a6287a600407     0 Snippets\export_planet_creature_data.txt
           317      1 14f7d302ff798cc2d647e1956a1d93c35a2ea878     0 Snippets\export_planet_data.txt
            16      1 cb931cb94bb10da43a69ef7900d5e89e666b4ae1     0 Snippets\import_creature_name_only.txt
            16      1 d05f0f97efd73fbaaf8f0bb06004af8609c5e323     0 Snippets\import_location_interiors.txt
           150      1 cb497b186daacfe4074a133916fea137b686af88     0 Snippets\import_location_references.txt
            16      1 25b25861a0d1b602ec785aed019204e3ebe055fb     0 Snippets\import_location_worldspaces.txt
          1044      1 a18e6e2e00694cb15bfed2d32d18adb31e43654e     0 Snippets\import_planet_creatures.txt
            42      1 ab7d7a73d7b78574f6fd6485455640598b7a2c83     0 Snippets\import_planet_flora.txt
           415      1 f1c02cfeecd7237f4e5100d08c10cbf2c68a9abe     0 Snippets\SnippetHeaders.txt
             0      0 0000000000000000000000000000000000000000    40 sqldrivers
       1205880      2 ea6449f6c4e17ed44bd706246b0ae18a6b636e32     0 sqldrivers\qsqlite.dll
       1817208      2 5ef43dfd3ed1d254f65ec35b00dbd277c1a92e62     0 sqldrivers\qsqlited.dll
         73056      1 b837d860200e1c78a722df667db8ee136ca83263     0 sqldrivers\qsqlmysql.dll
        193376      1 b4d92318c545896512f992ba738f029a386fd586     0 sqldrivers\qsqlmysqld.dll
         94840      1 1ee396013000bc44f3b2671801412e5649bfcdb7     0 sqldrivers\qsqlodbc.dll
        211064      1 adce96558085f48bf3c327751f6762184e74534c     0 sqldrivers\qsqlodbcd.dll
         75896      1 f599dc313e20c76fee75d89b918628a2a827e569     0 sqldrivers\qsqlpsql.dll
        175224      1 1066ef27b66c81f56b1299b8a32c1267b9d331c0     0 sqldrivers\qsqlpsqld.dll
        397152      1 9f6623456c186a60b37cd5299c22111f2942e692     0 ssleay32.dll
             0      0 0000000000000000000000000000000000000000    40 styles
        183648      1 4fcc86cef94dd1c35ff5d2bb93d626034a9c356a     0 styles\qplastique.dll
        141944      1 9a8e0565f9b00cf95991a0d63f2f3b1b7ada52a2     0 styles\qwindowsvistastyle.dll
             0      0 0000000000000000000000000000000000000000    40 Tools
             0      0 0000000000000000000000000000000000000000    40 Tools\Archive2
         76128      1 0248139bbd463aaf8ec247dfbca8c5f73f0c71f9     0 Tools\Archive2\Archive2.exe
           161      1 3fa322fe6ed724b1bc4fd52795428a36b7b8c131     0 Tools\Archive2\Archive2.exe.config
       1543520      2 4cf31a3055b9ffb1a161a94dfc7d04af331123f1     0 Tools\Archive2\Archive2Interop.dll
        116576      1 2a432e5014fc364216ef6c3d79158b24591fa358     0 Tools\Archive2\Microsoft.WindowsAPICodePack.dll
        553312      1 00639705a67ddf80602b4151481fd690cdd97d51     0 Tools\Archive2\Microsoft.WindowsAPICodePack.Shell.dll
             0      0 0000000000000000000000000000000000000000    40 Tools\ArtTools
     149733112    143 91a54f8123cc2d1e1db2f98bda7c57e93932db4f     0 Tools\ArtTools\BGS_Starfield_ArtTools_1.0.0.5.exe
    1419621636   1354 ba4411c6625287d24a858cd151276d15d6ffaaa9     0 Tools\ArtTools\Reference_Files.zip
             0      0 0000000000000000000000000000000000000000    40 Tools\AssetWatcher
       2329440      3 d2f4170c2c0e3c99c1075c845173a7111b5022b1     0 Tools\AssetWatcher\AssetWatcher.exe
             0      0 0000000000000000000000000000000000000000    40 Tools\AssetWatcher\platforms
        850552      1 cc2fc8db9e8acbd25455f22ae1bca83a20cdd670     0 Tools\AssetWatcher\platforms\qminimal.dll
        758392      1 42f1562345c598b1dd1a5e326619197925124ba3     0 Tools\AssetWatcher\platforms\qoffscreen.dll
       1465464      2 4ebbbe56f7fd5a18a6916b9efd7f073a5d5658e0     0 Tools\AssetWatcher\platforms\qwindows.dll
             0      0 0000000000000000000000000000000000000000    40 Tools\AssetWatcher\Plugins
             0      0 0000000000000000000000000000000000000000    40 Tools\AssetWatcher\Plugins\Starfield
      35277152     34 317af31022ba6ae839af4279fd8af02193252207     0 Tools\AssetWatcher\Plugins\Starfield\BSFBXDLL.dll
        806240      1 38e13301f94b56b46a82a2faaec6ea52048620bc     0 Tools\AssetWatcher\Plugins\Starfield\BSTextureConverterDLL.dll
          5225      1 87cabe83b917bac4487ce594828482efec6a14de     0 Tools\AssetWatcher\Plugins\Starfield\Meshes_Settings.json
          5756      1 073e2a8360a0c3cc5c6ddcf3d308de46f58fc1ea     0 Tools\AssetWatcher\Plugins\Starfield\Meshes_Settings_TeamCity.json
         25189      1 dde009040093c1c1bd1f604d745403715d77336d     0 Tools\AssetWatcher\Plugins\Starfield\Textures_Settings.json
         18598      1 c25ba833dba18fe0c2f790f2ee2cc1070f1554e0     0 Tools\AssetWatcher\Plugins\Starfield\Textures_Settings_HD.json
         16504      1 c2cdee90a8bdbda1ed3ec46578ad6e288261bd2e     0 Tools\AssetWatcher\Plugins\Starfield\Textures_Settings_Outsource.json
        546344      1 56d95251e5af782e28875dd1c51a34dbb9af4b6e     0 Tools\AssetWatcher\Plugins\Starfield\xg_xs.dll
        718176      1 f466633f7908021283501d96c6489c6e77755597     0 Tools\AssetWatcher\Plugins\Starfield\xtexconv.exe
       6138720      6 141bed12f9f701327f7a763cdc4046d9acdad5fd     0 Tools\AssetWatcher\Qt5Core.dll
       6494840      7 37161412df2c1313a54749fe6f33e4dbf41d128a     0 Tools\AssetWatcher\Qt5Gui.dll
       1314424      2 e23e839ec0602662788f761ebe7dd4b39c018a7f     0 Tools\AssetWatcher\Qt5Network.dll
        338552      1 24bff3990a730b33ab67234b250eb8812ed62155     0 Tools\AssetWatcher\Qt5Svg.dll
       5539448      6 ff44fddeec2d335ec0eaa861714b561f899675fd     0 Tools\AssetWatcher\Qt5Widgets.dll
         26063      1 a2985db1f8738fcd6e8f8bd65004df7e83fd9d98     0 Tools\AssetWatcher\SettingsGeneration.py
             0      0 0000000000000000000000000000000000000000    40 Tools\AssetWatcher\styles
          8467      1 cbd3ca9db79f5a3babe116ff438fe34572db123c     0 Tools\AssetWatcher\styles\Default.css
        141944      1 9a8e0565f9b00cf95991a0d63f2f3b1b7ada52a2     0 Tools\AssetWatcher\styles\qwindowsvistastyle.dll
     162919898    157 2b5ed4ea119510cae94462b540f953ce9f6e6bfb     0 Tools\ContentResources.zip
             0      0 0000000000000000000000000000000000000000    40 Tools\FaceFX
        947040      1 9ca1219ad1d54a69c617bf316d9666fd7c590bb0     0 Tools\FaceFX\ffxc.exe
         57064      1 46d09dd74283a586b3664d7ba62eb30730373b7b     0 Tools\FaceFX\GenesisDeadHead.facefx
         57446      1 da72ab50b20cfc4928a81464ba49722a2def1418     0 Tools\FaceFX\GenesisDefault.facefx
         81123      1 f014f75f18c59533d0829a9434d95293a45cfd9f     0 Tools\FaceFX\StarfieldHumanFemale.facefx
         81113      1 1e601c4af58270cdfaacd9ebd8b1f343f7a2aba3     0 Tools\FaceFX\StarfieldHumanMale.facefx
             0      0 0000000000000000000000000000000000000000    40 Tools\IconGenerator
           899      1 07403cc716f1588a319ee3e2a3beb42fdabede91     0 Tools\IconGenerator\CreationKitCustom_InventoryIcons.ini
           952      1 dd7b8ef9d43bbfceb27fa5cb749b6e34a0d6e289     0 Tools\IconGenerator\CreationKitCustom_ShipbuilderIcons.ini
           952      1 dd7b8ef9d43bbfceb27fa5cb749b6e34a0d6e289     0 Tools\IconGenerator\CreationKitCustom_WorkshopIcons.ini
           441      1 f4ea79ca26405c4df9111077fed0c44e8dda9b31     0 Tools\IconGenerator\CreationKitPrefs_InventoryIcons.ini
           418      1 cc728176ef8045be91dd1a221b2d84c6d8b33903     0 Tools\IconGenerator\CreationKitPrefs_ShipbuilderIcons.ini
           440      1 1dcde789b6bb072917215b6576d34e53ae07d414     0 Tools\IconGenerator\CreationKitPrefs_WorkshopIcons.ini
             0      0 0000000000000000000000000000000000000000    40 Tools\LipGenerator
       5996339      6 e1adcc21aedd2c0d3506b5fcd99645851cdecdf6     0 Tools\LipGenerator\FonixData.cdf
      26226528     26 8432d168a70e86aebfb9064b667c99850b06e046     0 Tools\LipGenerator\icudt58.dll
       1828192      2 4f04ace92e45968adcb0733ead966c281974c454     0 Tools\LipGenerator\icuin58.dll
         52576      1 5829a12459abe2b79a23c4a03b0daf6fa994b06b     0 Tools\LipGenerator\icuio58.dll
       1262432      2 bf9f4af3cd6fdcf2fa9134849de44d4a64ca481b     0 Tools\LipGenerator\icuuc58.dll
        119136      1 4ba415c28f23fc2e784b28d325838cc4db86991b     0 Tools\LipGenerator\libresample.dll
       2315104      3 bba5085e11346bc4afa1ab332a667a9f9255d0c6     0 Tools\LipGenerator\libsndfile-1.dll
       1314144      2 1254d570ddb724b730e35b6a7c8e9c392b68bdba     0 Tools\LipGenerator\LipGenerator.exe
             0      0 0000000000000000000000000000000000000000    40 Tools\Papyrus Compiler
        113504      1 2ec11f1efa98f2ee80031730f40602522741e99d     0 Tools\Papyrus Compiler\Antlr3.Runtime.dll
        253280      1 dbd3ba370dc19609fa981ccc9891a51dbdada39a     0 Tools\Papyrus Compiler\Antlr3.StringTemplate.dll
       3536224      4 c1f1a841acc43bcd048554e13e32611c0c029ae7     0 Tools\Papyrus Compiler\PapyrusAssembler.exe
         34144      1 ad62ce29091e004ece5b3d3428670d5d5fceae43     0 Tools\Papyrus Compiler\PapyrusCompiler.exe
           144      1 4270640fbebc626f594f41ba09e0c99d33b64a60     0 Tools\Papyrus Compiler\PapyrusCompiler.exe.config
          1993      1 1ef7ba10ae2a39795a1cb26641fa2f48d3334c01     0 Tools\Papyrus Compiler\PapyrusProject.xsd
        747360      1 9d460ba091673f2e98dff9119f3604a1a6fa990c     0 Tools\Papyrus Compiler\PCompiler.dll
         29024      1 aea87d28d702024a21b97684eb810431cd04596f     0 Tools\RoboVoicer.exe
             0      0 0000000000000000000000000000000000000000    40 Tools\SetupUtilities
             0      0 0000000000000000000000000000000000000000    40 Tools\SetupUtilities\Dependencies
      67777552     66 fe291f3291db2f111d781562fef11990224ae16d     0 Tools\SetupUtilities\Dependencies\libxess.dll
        298384      1 39cac2889d8ca497ee0d8434fc9f6966f18fa336     0 Tools\SetupUtilities\Dependencies\steam_api64.dll
          1796      1 75e5560bb64fc9b25a6e45b8557a056184d6337e     0 Tools\SetupUtilities\ExportEditorDirToTarget.bat
          1440      1 cd9387969bd4b5f041f7157d565861b88efca0cc     0 Tools\SetupUtilities\README.txt
             0      0 0000000000000000000000000000000000000000    40 Tools\SQlite3
        589664      1 b6c99f3c2b6b649d5c2511b8eec4eab74176a012     0 Tools\SQlite3\sqldiff.exe
          7786      1 f94774de073307132323b6e830ad3c0c2beb439d     0 Tools\SQlite3\sqlite3.def
       2170208      3 7ab10e17ce36e8b3e1a1cd7972f83527c39cd3d6     0 Tools\SQlite3\sqlite3.dll
       1194336      2 c646589613200769c0a52a2a7de303ed7defb421     0 Tools\SQlite3\sqlite3.exe
       2105696      3 d9e8687796aae88cfb1a0ff61671949db265855a     0 Tools\SQlite3\sqlite3_analyzer.exe
             0      0 0000000000000000000000000000000000000000    40 Tools\VSCodePapyrusAddon
       1177955      2 9ece6c4764c0940079825bbe43a00e38d82cb17e     0 Tools\VSCodePapyrusAddon\vscodepapyrus-1.7.0.vsix
             0      0 0000000000000000000000000000000000000000    40 Tools\wwise
             0      0 0000000000000000000000000000000000000000    40 Tools\wwise\Starfield
             0      0 0000000000000000000000000000000000000000    40 Tools\wwise\Starfield\Actor-Mixer Hierarchy
         24336      1 18aa8479ec8b7d18ef3bdcad999ece4ccf2b9b26     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\1919.wwu
         64016      1 18fe2f10b6122ca2677e7f0446cb5215fcd93799     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AA99.wwu
         10261      1 48ed69b1a8668daeb9e9641cf3e18f7ac21b9c94     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Airlock.wwu
         26081      1 2a1165b8138c0ed693a1eea1156c9248133c7e34     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Allied.wwu
         85125      1 d3396770a8f3a0428caa4137c84cda377c98668f     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AlliedEnvoy.wwu
          5925      1 b668912d9c55d2a459e44262a2676cde0fce5df6     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AlliedLaserSniper.wwu
        255756      1 55daad84129c7d148fee3479b03e0ebb8d1ee182     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AMB_Archipelago.wwu
        341194      1 b4ff886fc22ff5bd08e370c99b432a6da40f6ccf     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AMB_Artifact.wwu
        604623      1 006c6286be7f4e19e440ea961812bb056d58284c     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AMB_ArtifactPuzzleRings.wwu
          9067      1 b1d50fd62e6fbf4f1bb3aa4d5ec6ddae881c1f01     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AMB_BiomeDucking.wwu
          3727      1 4dcce37758a1855544444d1348602ccbc1984748     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AMB_Biome_Extras.wwu
        286361      1 360724a9bfd8df49fa25787a0d76d6ae1bd269ea     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AMB_Canyon.wwu
        669308      1 10484886f9d91bc72f7d81940f9ca29dbff1d70b     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AMB_City_Akila.wwu
       2308669      3 dd75037e66473d97840d74b1e7df829e7083206f     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AMB_City_Cydonia.wwu
       1255450      2 e69201fdb9b5a135f6e49a359228f0ea677bcb62     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AMB_City_Neon.wwu
       1047316      1 c6d2bd6487a19d8043f539632157fccd24f8af97     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AMB_City_New_Atlantis.wwu
        120573      1 ddc2a57cb269e4174631b34180afba7a5d1a8d50     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AMB_Cratered.wwu
        642993      1 4db3e560dc016553a5eb3b6b53ec56f83d4530a8     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AMB_Crowd_Walla.wwu
        141790      1 a73945c48fba136867a2d7d605a1d865bd0bad56     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AMB_DesertRocky.wwu
        166794      1 cd6c3201a3a0ed9b09e0bdc484cca5b590886e78     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AMB_DesertSandy.wwu
         43842      1 01d05d701db4e2a4af12830b75c33ab62fa314ae     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AMB_EchoMarkers.wwu
       8938641      9 93b5584b158e7f600412da75c5d39440798f6225     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AMB_ForestConiferous.wwu
        507696      1 61e229236a312f4b8739d11bbebcfecf7b78955c     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AMB_ForestDeciduous.wwu
        142925      1 8a3f10bd3a10c25a94c42c9527ee96e0892fb1d4     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AMB_ForestTropical.wwu
        807294      1 b6a8405aa4adeaaea01098705f6ce386b137d8ae     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AMB_Frozen.wwu
       2020700      2 64ed58c2af5d6c8a9aa3bb23218ad6a1bd3a242a     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AMB_Global_Weather.wwu
        144026      1 b0decaaf20fc6e37044b600daea30078f7b75cd4     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AMB_Hill.wwu
         98187      1 34aa876c8e612a449a526c452a5e60bbc7cf3edd     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AMB_Mountain.wwu
        192176      1 2abeae13598ac7d3ed96e8c92fdd7dec51e507a2     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\AMB_NewAtlantis.wwu
